Date,Close,High,Low,Open,Volume,SMA_short,SMA_long,EMA_short,EMA_long,Change,Gain,Loss,Avg_Gain,Avg_Loss,RS,RSI,MACD_Line,Signal_Line,MACD_Hist,PE_Ratio,PB_Ratio,ROE,DE_Ratio,EPS,Dividend_Yield,Market_Cap,Symbol,mean_sentiment,sentiment_count
,MSFT,MSFT,MSFT,MSFT,MSFT,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
2025-05-08,436.6492614746094,442.1301726837614,434.147963172883,436.41007376009867,23491300,,,409.7298506512888,399.5597690771333,4.80328369140625,4.80328369140625,-0.0,3.629956965106192,0.3146102900344634,11.537947359282349,92.02421280497992,11.321173422922923,6.5953313916774,4.725842031245525,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.0344551273957524,52.0
2025-05-09,437.20733642578125,439.2103397565405,434.3672216715751,438.47291776294395,15324200,,,412.34675405838334,401.0361442672763,0.558074951171875,0.558074951171875,-0.0,3.220372696581616,0.2726622513632016,11.810849065028425,92.19411613606594,12.050263775612962,7.686317868464513,4.363945907148449,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.15045584896584896,21.0
2025-05-12,447.70074462890625,447.8103482497994,438.2536363054134,444.3922601902366,22821900,,,415.7138007793856,402.86612859518334,10.493408203125,10.493408203125,-0.0,4.190110764120734,0.2363072845147747,17.73161911925213,94.66143319681206,13.321244463860353,8.813303187543681,4.507941276316672,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.15511668109668109,21.0
2025-05-13,447.5812072753906,449.1058959658508,443.8142971336702,446.22591154405814,23618800,,,418.7487918742432,404.6196610924464,-0.119537353515625,0.0,0.119537353515625,3.631429328904636,0.2207379603815548,16.45131323415129,94.26977221380078,14.15568225734802,9.88177900150455,4.27390325584347,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.07354174479166667,32.0
2025-05-14,451.36798095703125,452.32464056421765,446.5846525094385,446.5846525094385,19902800,,,421.8553813106992,406.4529285381164,3.786773681640625,3.786773681640625,-0.0,3.6521419092694343,0.1913062323306808,19.090553740855416,95.02253639745908,14.950204557250116,10.895464112653665,4.054740444596455,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.10914906493506492,35.0
2025-05-15,452.3863220214844,455.44129747226026,449.6907411096269,450.0301794411029,21992300,,,424.7630899498216,408.2542380864838,1.018341064453125,1.018341064453125,-0.0,3.300968463293927,0.1657987346865901,19.909491284923003,95.21748288194338,15.483556021776565,11.813082494478245,3.67047352729832,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.17364763244691817,49.0
2025-05-16,453.5244445800781,453.6142932166669,447.99355872232604,451.30808680840903,23849800,,,427.5022665812746,410.02954030191887,1.13812255859375,1.13812255859375,-0.0,3.012589009333904,0.143692236728378,20.965565558204865,95.447419747285,15.815763600973924,12.61361871577738,3.2021448851965424,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.1205587049062049,42.0
2025-05-19,458.11688232421875,458.83570185482216,450.0601197660991,450.14000552921704,21336500,,,430.41794427107885,411.9153184204405,4.592437744140625,4.592437744140625,-0.0,3.2232355073081336,0.124533271831261,25.88252488600416,96.28011132049345,16.262151882202716,13.343325349062448,2.918826533140267,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.14457298858146683,46.0
2025-05-20,457.4180603027344,457.58776423526933,453.57437286704067,454.8422775622727,15441800,,,432.9893838931413,413.69973967072656,-0.698822021484375,0.0,0.698822021484375,2.7934707730003825,0.2011051051183428,13.890600993726782,93.28435433585732,16.3708161363553,13.94882350652102,2.421992629834282,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.09237314202632384,33.0
2025-05-21,451.8272399902344,457.02868069868646,451.06847756848606,453.8239575485261,19216900,,,434.7834654261978,415.1949357616877,-5.5908203125,0.0,5.5908203125,2.4210080032669983,0.9197337994358972,2.632292087940969,72.46917440037515,15.82339857680131,14.323738520577075,1.4996600562242328,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.08835845908060193,49.0
2025-05-22,454.11346435546875,459.49463285512667,453.1550484484722,454.2033434579146,18025600,433.53735504150393,,436.624417705176,416.72115256928697,2.286224365234375,2.286224365234375,-0.0,2.4030368515293152,0.7971026261777776,3.014714508032955,75.09162860773483,15.396563417376854,14.538303499937031,0.8582599174398204,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.13250410753880265,41.0
2025-05-23,449.441162109375,452.94541128469075,448.17325738802526,449.24150862772166,16883500,436.484912109375,,437.84506002938537,418.00429019831006,-4.67230224609375,0.0,4.67230224609375,2.082631937992073,1.3137959088332405,1.585202027186721,61.31830358000206,14.513969726773269,14.53343674530428,-0.0194670185310119,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.03995032763532763,39.0
2025-05-27,459.93389892578125,460.19348195260824,455.3713920868909,455.7308170830738,20974300,439.99148712158205,,439.9487589718993,419.6485885797796,10.49273681640625,10.49273681640625,-0.0,3.203979255113964,1.1386231209888085,2.813906723000275,73.78016630639218,14.494105017474851,14.525570399738395,-0.0314653822635442,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.11942266571969697,32.0
2025-05-28,456.609375,461.7609101640183,456.1800880198718,460.4630558858422,17086300,443.1883346557617,,441.53548430790886,421.0980311844941,-3.32452392578125,0.0,3.32452392578125,2.7767820210987684,1.4300765616278008,1.941701651230522,66.00607000435625,14.048162325027988,14.430088784796316,-0.3819264597683265,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.1285992038809144,38.0
2025-05-29,457.9272155761719,460.9622349154345,454.56275123248776,460.79250051058557,13974800,446.3902862548828,,443.096601571553,422.5423129253442,1.317840576171875,1.317840576171875,-0.0,2.582256495108516,1.2393996867440942,2.083473574123704,67.56904264100297,13.643810890298198,14.272833205896692,-0.629022315598494,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.09874473970473971,39.0
2025-05-30,459.60443115234375,460.9222720478794,454.79236501090486,458.96549737927586,34770500,448.1743301391601,,444.6687758173426,423.9957293264031,1.677215576171875,1.677215576171875,-0.0,2.461584372583631,1.074146395178215,2.2916656273609908,69.62024357250027,13.305321283520186,14.079330821421392,-0.7740095379012057,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.1816577192982456,38.0
2025-06-02,461.2118225097656,461.35157690062545,456.1401731404802,456.3897628439735,16626500,449.5464569091797,,446.24430407376383,425.4551839610448,1.607391357421875,1.607391357421875,-0.0,2.347691970562064,0.9309268758211198,2.5218865536471835,71.60612686503421,13.016720232265982,13.86680870359031,-0.8500884713243284,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.06368628030303031,20.0
2025-06-03,462.2101745605469,463.3782677615003,460.1036216507913,460.7126363614999,15743800,450.9241561889648,,447.7648631677432,426.8965561414174,0.99835205078125,0.99835205078125,-0.0,2.1677799812579552,0.8068032923783038,2.6868754772526384,72.87676228367839,12.72191022485265,13.63782900784278,-0.9159187829901292,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.10909703557312253,46.0
2025-06-04,463.1086730957031,464.9256933509807,462.2600620562611,463.2384646092932,14162700,452.4892837524414,,449.2261783989774,428.3166391592325,0.89849853515625,0.89849853515625,-0.0,1.998542455111061,0.6992295200611967,2.8582066371227413,74.08122233842431,12.41762978623808,13.39378916352184,-0.9761593772837588,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.14412256467110124,41.0
2025-06-05,466.91241455078125,468.8791825139859,463.26841119380083,464.1968775224098,20131700,454.2426055908203,,450.9105818420064,429.8301989785089,3.803741455078125,3.803741455078125,-0.0,2.2392356551066697,0.6059989173863705,3.69511494305028,78.7012669097654,12.341154347429608,13.183262200303394,-0.8421078528737862,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.08312293535353536,25.0
2025-06-06,469.6080017089844,472.56313512848675,468.0106215882427,469.31846913564885,15285600,455.8905426025391,,452.6912884960042,431.3901128110766,2.695587158203125,2.695587158203125,-0.0,2.300082522186197,0.5251990617348544,4.379449031360586,81.41073566883341,12.355630351326056,13.017735830507927,-0.6621054791818715,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.1747216239316239,39.0
2025-06-09,471.97412109375,472.6529977632414,467.8508943889836,468.92913895110996,16469900,457.6288818359375,,454.52774874340855,432.9816425476521,2.366119384765625,2.366119384765625,-0.0,2.308887437196788,0.4551725201702072,5.072554547742474,83.53246574999052,12.414917309843531,12.897172126375049,-0.4822548165315172,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.21833273358585858,24.0
2025-06-10,470.1471252441406,472.02401413852874,466.19360257943936,470.4166711436691,15375900,458.7512008666992,,456.01530841014494,434.4391124573184,-1.826995849609375,0.0,1.826995849609375,2.001035778903882,0.638082297428763,3.13601519265982,75.82213910203475,12.174143408316128,12.752566382763264,-0.5784229744471379,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.15451848039215688,51.0
2025-06-11,471.8443298339844,474.68965849935887,468.88919632531986,469.24859086789724,16399200,459.9643569946289,,457.5228342600344,435.9059837269916,1.69720458984375,1.69720458984375,-0.0,1.9605249536958649,0.5530046577715946,3.545223220354164,77.99888032953241,11.982155750089134,12.59848425622844,-0.6163285061393058,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.04245236363636363,30.0
2025-06-12,478.0840759277344,479.6315503555016,472.7428502291372,474.2403884361742,18950600,461.300161743164,,459.4810477521963,437.5600265583933,6.23974609375,6.23974609375,-0.0,2.5310877723697494,0.4792707034020486,5.2811234953505615,84.07928134608046,12.192946808813415,12.517376766745436,-0.3244299579320202,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.09703591486291485,35.0
2025-06-13,474.18048095703125,478.3935562569989,471.98410990605987,475.62811338522215,16814500,462.3898696899414,,460.8809937717044,438.9961228093202,-3.903594970703125,0.0,3.903594970703125,2.1936094027204494,0.9358472723755256,2.343982258079633,70.09553511882939,11.907747648512045,12.39545094309876,-0.4877032945867157,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.16206663531870427,29.0
2025-06-16,478.3536376953125,479.90108160832807,474.2204177457221,474.4300645574067,15626100,463.6313293457032,,462.5450550977623,440.5395547656337,4.17315673828125,4.17315673828125,-0.0,2.4575490474618893,0.8110676360587887,3.0300173970740936,75.18621133680395,11.881501577272672,12.292661069933542,-0.4111594926608699,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,-0.00027209664209664256,37.0
2025-06-17,477.25543212890625,477.9542649832925,473.30190948641297,474.6197503672441,15414100,464.5882568359375,,463.9460433864427,441.9793930936052,-1.09820556640625,0.0,1.09820556640625,2.1298758411336376,0.8493526934384503,2.5076459491889307,71.4908512864239,11.63793054661943,12.161714965270722,-0.5237844186512923,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.09729316420014095,43.0
2025-06-18,479.4518127441406,480.2105751696819,473.68130019053103,477.21549881727225,17526500,465.6899444580078,,465.42278332527104,443.4488997465673,2.196380615234375,2.196380615234375,-0.0,2.138743144347069,0.736105667646657,2.905483870521836,74.3949781089127,11.48968240305942,12.027308452828462,-0.5376260497690435,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.07024826873385014,43.0
2025-06-20,476.6164855957031,482.666537493529,476.0873566497709,481.4385756672578,37576200,466.9294067382813,,466.4888502081693,444.7495893877099,-2.8353271484375,0.0,2.8353271484375,1.85357739176746,1.016001865085436,1.824383847574524,64.59404762356353,11.01641707756795,11.82513017777636,-0.8087131002084096,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.11202299845299846,37.0
2025-06-23,485.2023620605469,486.94948990747275,471.7345120072702,477.425138713905,24864000,468.4838516235352,,468.27108943220526,446.335972629782,8.58587646484375,8.58587646484375,-0.0,2.751217268177632,0.8805349497407113,3.124483893555588,75.75454224557703,11.20499516359422,11.701103174939934,-0.496108011345715,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.16125875,32.0
2025-06-24,489.30560302734375,491.0427680081874,486.0010379300524,488.1475336634371,22305600,470.4770736694336,,470.2743764412661,448.0210561747844,4.103240966796875,4.103240966796875,-0.0,2.931487094660197,0.7631302897752832,3.841397902740073,79.34480866705808,11.552373340440797,11.671357208040106,-0.1189838675993115,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.18556409427609427,45.0
2025-06-25,491.4620666503906,493.7483167920849,488.58681895090325,491.2324636297239,17495100,472.05348205566406,,472.2922516992779,449.72462521304345,2.156463623046875,2.156463623046875,-0.0,2.828150631778421,0.6613795844719121,4.276138390386812,81.04674430409156,11.864910339632672,11.71006783435862,0.1548425052740523,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.17744564625850337,49.0
2025-06-26,496.6335754394531,497.2226034494893,492.0011761864687,492.1709105807123,21578900,474.05469207763673,,474.61047300786606,451.56419188858894,5.1715087890625,5.1715087890625,-0.0,3.1405983860829654,0.5731956398756572,5.47910376074084,84.56576654846384,12.387104868159724,11.84547524111884,0.5416296270408836,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.11694403409090909,48.0
2025-06-27,495.1260681152344,498.4805390751374,492.22084033701867,496.73341116664807,34539200,475.9146347045898,,476.5643392085678,453.2725007602221,-1.50750732421875,0.0,1.50750732421875,2.721851934605237,0.697770531121403,3.900783729331312,79.59510039149504,12.534811052758528,11.98334240344678,0.5514686493117491,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.13930729166666667,32.0
2025-06-30,496.5936584472656,499.9381665482639,494.51705506439515,496.22427056302723,28369000,477.764096069336,,478.4718934217771,454.97136968912577,1.46759033203125,1.46759033203125,-0.0,2.5546170542620388,0.6047344603052159,4.224361636300165,80.85890545838652,12.624761154896646,12.111626153736752,0.5131350011598936,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.13843849927849927,42.0
2025-07-01,491.242431640625,497.2325843953567,490.1742108879921,495.655190908974,19945400,479.2656265258789,,479.6881351569055,456.3937642754591,-5.351226806640625,0.0,5.351226806640625,2.2140014470271003,1.2376001064832705,1.7889473630689516,64.14417807801141,12.12448446795213,12.114197816579829,0.0102866513723007,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.1101687540129982,43.0
2025-07-02,490.2840270996094,492.69007550131784,487.8979653734086,489.1858263089447,16319600,480.669319152832,,480.69726772287726,457.7227941901317,-0.958404541015625,0.0,0.958404541015625,1.9188012540901536,1.2003740310875846,1.5985028036233395,61.51630090198076,11.517905112026256,11.994939275669116,-0.477034163642859,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.016557867701404286,41.0
2025-07-03,498.02130126953125,499.3091926553608,492.6301698307581,492.99955771280014,13984800,482.4149505615234,,482.3471756797015,459.30312780108846,7.737274169921875,7.737274169921875,-0.0,2.6945976428677163,1.0403241602759066,2.590151940865313,72.14602567046296,11.528625150288576,11.901676450593008,-0.3730513003044304,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.15120222337006428,44.0
2025-07-07,496.90313720703125,497.9314455400232,494.41723357438383,496.56369887519327,13981600,483.914486694336,,483.7334577299234,460.7776379738706,-1.1181640625,0.0,1.1181640625,2.335317957152021,1.0507028139057857,2.222624633954225,68.96939254222171,11.316445424280062,11.784630245330415,-0.4681848210503556,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.05441826388888888,24.0
2025-07-08,495.804931640625,497.3823555722493,493.2990413573122,496.42390920841734,11846600,485.224333190918,459.6360186767578,484.8831219118949,462.1512573333512,-1.09820556640625,0.0,1.09820556640625,2.023942229531752,1.0570365142391809,1.9147325586841408,65.69153499107132,10.93363926414088,11.61443204909251,-0.6807927849516311,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.10392116983791402,43.0
2025-07-09,502.68365478515625,505.94827712953634,498.919822567675,499.47890106455674,18659500,486.75980987548826,461.87989135742185,486.57841075696746,463.7407631157749,6.87872314453125,6.87872314453125,-0.0,2.6712463515316847,0.9160983123406234,2.9158948505282942,74.46305280988099,11.05785008166805,11.50311565560762,-0.4452655739395688,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.15607680206318503,47.0
2025-07-10,500.656982421875,503.6121159415126,496.93309312638246,502.22438258392543,16492100,488.285302734375,464.09698303222655,487.9192271060063,465.1884579905239,-2.02667236328125,0.0,2.02667236328125,2.31508017132746,1.0641748524660404,2.1754697228210795,68.50859597831081,10.86747899426473,11.37598832333904,-0.508509329074311,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.14340020412457913,64.0
2025-07-11,502.49395751953125,504.20114253320645,496.9829974553982,497.6519112557523,16459500,489.8177841186524,466.29341369628906,489.3072966691992,466.6514187563673,1.83697509765625,1.83697509765625,-0.0,2.251332828171299,0.922284872137235,2.4410384428774448,70.93900528574781,10.74102126697528,11.248994912066289,-0.507973645091008,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.2372951432933991,43.0
2025-07-14,502.1944274902344,503.14288052756655,500.20770324807717,500.6968893054946,12058800,491.02330169677737,468.4595385742188,490.53464246167874,468.0452622361268,-0.299530029296875,0.0,0.299530029296875,1.9511551177484596,0.8392508930918537,2.324877022841501,69.92369963971234,10.495645765856125,11.098325082824257,-0.6026793169681319,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.14793669623059866,41.0
2025-07-15,504.9898376464844,507.465747883617,501.9648118083004,502.19441482497484,14927200,492.56376953125,470.0808642578125,491.91132771737455,469.4940691149644,2.79541015625,2.79541015625,-0.0,2.063722456215332,0.7273507740129399,2.8373138930331527,73.94010425324983,10.406787186094904,10.960017503478388,-0.553230317383484,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.1381536433172303,46.0
2025-07-16,504.7901611328125,505.88836188358,501.06630238508603,504.35088083250554,15154400,493.885595703125,471.5012817382813,493.1378832807496,470.8782295862525,-0.199676513671875,0.0,0.199676513671875,1.7885594620532874,0.6569942059674646,2.7223367357091424,73.13515485026397,10.202644164552057,10.80854283569312,-0.6058986711410661,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.08298365384615385,26.0
2025-07-17,510.8601989746094,512.5274410723513,504.7901605415637,504.85005963085433,17503100,495.56583404541016,473.0253619384766,494.825722870641,472.4461499544234,6.070037841796875,6.070037841796875,-0.0,2.359423246019099,0.569394978505136,4.143737361740391,80.55888297411732,10.410653144574384,10.728964897469377,-0.3183117528949921,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.06671183612440192,38.0
2025-07-18,509.212890625,513.7953843002441,506.59719545986655,513.6356127696338,21209700,497.0538879394532,474.5734973144531,496.1959293234371,473.88798292189705,-1.647308349609375,0.0,1.647308349609375,2.044833479883219,0.7131167613190346,2.867459567351833,74.14323323657317,10.323574008217632,10.647886719619027,-0.3243127114013937,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.11631173623995052,49.0
2025-07-21,509.2228698730469,511.24956741731427,504.7202620876888,505.8783619126309,14066800,498.6842071533203,476.12103515625,497.43659032816186,475.2736647631186,0.009979248046875,0.009979248046875,-0.0,1.7735195823050398,0.6180345264764966,2.8696124671482823,74.15761892205832,10.138498111962178,10.54600899808766,-0.4075108861254808,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.054135213903743325,34.0
2025-07-22,504.44073486328125,510.3610256433726,504.44073486328125,510.13139215337156,13868600,499.646125793457,477.47686462402345,498.1036517124589,476.4174714337132,-4.782135009765625,0.0,4.782135009765625,1.537050304664368,1.1732479242483804,1.3100814183405018,56.71148245855456,9.496476333638723,10.336102465197872,-0.8396261315591467,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.12169880899908173,55.0
2025-07-23,505.0397644042969,505.95826791167354,499.87826643817476,505.9183250285286,16396600,500.4328338623047,478.83351318359377,498.7642338735864,477.5399142953048,0.599029541015625,0.599029541015625,-0.0,1.4119808695112022,1.0168148676819295,1.3886312192996813,58.13501925620865,8.933031697669833,10.055488311692264,-1.1224566140224308,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.09116443610209235,56.0
2025-07-24,510.0415344238281,512.826933461713,506.4673929575042,507.93498157135946,16107000,501.3618072509765,480.0803289794922,499.8382624974189,478.8144876336783,5.00177001953125,5.00177001953125,-0.0,1.8906194228472089,0.8812395519910058,2.145409177987627,68.20763393843147,8.788787136030976,9.802148076560009,-1.0133609405290311,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.052411001122334454,45.0
2025-07-25,512.866943359375,517.4393829887753,509.52240467312413,511.6289272082179,19125700,502.17347564697263,481.3860437011719,501.07908924617664,480.1498780542938,2.825408935546875,2.825408935546875,-0.0,2.0152580245404974,0.7637409450588717,2.6386669951093884,72.51740812379734,8.80100664372469,9.601919789992944,-0.8009131462682539,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.10211613997113995,42.0
2025-07-28,511.65887451171875,514.1547714605564,509.2827757416266,513.2362984451797,14308000,503.0001159667969,482.5918615722656,502.08668784289495,481.3855249741928,-1.20806884765625,0.0,1.20806884765625,1.7465569546017643,0.8229846654051889,2.122222962370585,67.97153784171974,8.613913795595067,9.40431859111337,-0.7904047955183024,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.15723955004591367,44.0
2025-07-29,511.728759765625,516.7704593446111,510.7204076628311,514.6839236482208,16469200,503.75687103271486,483.7787103271484,503.0049804069645,482.5754557503275,0.06988525390625,0.06988525390625,-0.0,1.5230007278423627,0.7132533766844971,2.135287090994105,68.10499418466556,8.374741712094647,9.198403215309623,-0.8236615032149786,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.08308423976608187,57.0
2025-07-30,512.3976440429688,515.1032182392812,508.6038929137552,514.3244691518986,26380400,504.814631652832,484.9561743164063,503.8995198008696,483.7449533304311,0.66888427734375,0.66888427734375,-0.0,1.409118534442548,0.6181529264598975,2.279562991818925,69.50813256233948,8.145275814529498,8.9877777351536,-0.8425019206241018,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.14376362121212122,40.0
2025-07-31,532.6243896484375,554.5383762548963,531.0270400328567,554.3187056451394,51617300,506.9316497802735,486.4463244628906,506.63522169111417,485.6617939703529,20.22674560546875,20.22674560546875,-0.0,3.918135477246041,0.5357325362652445,7.313603733237041,87.97152195260294,9.486200748616568,9.087462337846194,0.398738410770374,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.09669594972715662,87.0
2025-08-01,523.2498168945312,534.9206337229102,520.0051507892547,534.1219588686084,28977600,508.1930755615234,487.76295959472657,508.2175640914396,487.1358340850266,-9.37457275390625,0.0,9.37457275390625,3.395717413613236,1.7142445652840452,1.9808827062260956,66.4528900143798,9.680848944542843,9.206139659185524,0.4747092853573207,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.05427597319347319,52.0
2025-08-04,534.7609252929688,537.3666271513684,527.2632409127965,527.4030257699867,25349000,510.0859649658203,489.42163330078125,510.74550325349,489.0034847206322,11.5111083984375,11.5111083984375,-0.0,4.477769544923138,1.4856786232461725,3.013955693284001,75.08691982641557,10.64129308487844,9.493170344324108,1.1481227405543333,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.1751869365789038,61.0
2025-08-05,526.8838500976562,536.4181643311854,526.374677366439,536.2983661514853,19171600,511.6399108886719,490.877041015625,512.2824886672202,490.48898924522143,-7.8770751953125,0.0,7.8770751953125,3.880733605600053,2.337864832855016,1.6599478083858574,62.40527739501655,10.644138842097902,9.723364043878869,0.9207747982190356,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.14202752525252524,64.0
2025-08-06,524.0784912109375,530.8274067099719,523.1700114791388,530.0287318260303,21355700,512.7096527099609,492.3697875976562,513.4059174809075,491.806224616426,-2.80535888671875,0.0,2.80535888671875,3.3633024581867126,2.400197373370181,1.401260786092858,58.35521048810691,10.30127838351916,9.838946911806923,0.4623314717122362,35.02,11.33,0.33,32.66,14.95,0.7,,MSFT,0.16254674693362195,56.0
